Persuasion Technique Type,Gold Count,GPT-4 Count,0_P,0_R,0_F1,0_Support,1_P,1_R,1_F1,1_Support,Weighted_P,Weighted_R,Weighted_F1,Weighted_Support,Macro_P,Macro_R,Macro_F1,Macro_Support
Q162True,6945,11365,0.4026396832380114,0.9464322647362978,0.5649382716049383,4835.0,0.3759036144578313,0.0224622030237581,0.042391304347826085,6945.0,0.38687720465750625,0.40169779286926993,0.2568662268171077,11780.0,0.38927164884792137,0.48444723388002797,0.3036647879763822,11780.0
Q163True,6945,11723,0.4097074127782991,0.9933815925542916,0.5801425292909772,4835.0,0.43859649122807015,0.003599712023038157,0.007140816909454441,6945.0,0.42673921666910214,0.4098471986417657,0.24232445692343257,11780.0,0.4241519520031846,0.49849065228866485,0.2936416731002158,11780.0
Q164True,6945,10286,0.4463348240326658,0.9495346432264736,0.6072349712320614,4835.0,0.8366800535475234,0.17998560115190784,0.2962436307619386,6945.0,0.6764662008561535,0.4958404074702886,0.42388736006355515,11780.0,0.6415074387900945,0.5647601221891907,0.451739300997,11780.0
Q165True,6945,11729,0.40966834342228664,0.9937952430196484,0.5801738710456412,4835.0,0.4117647058823529,0.003023758099352052,0.006003430531732418,6945.0,0.4109042718845244,0.4096774193548387,0.24166676498714404,11780.0,0.4107165246523198,0.49840950055950023,0.29308865078868684,11780.0
Q166True,6945,11628,0.40815273477812175,0.9815925542916236,0.576565632023325,4835.0,0.4144736842105263,0.009071274298056155,0.017753980555164153,6945.0,0.41187930471089335,0.40823429541595924,0.2471134317307633,11780.0,0.41131320949432404,0.4953319142948399,0.2971598062892446,11780.0
Q167True,6945,11751,0.4104331546251383,0.9975180972078593,0.5815748221391535,4835.0,0.5862068965517241,0.0024478041756659467,0.004875250932033267,6945.0,0.5140620712363555,0.41086587436332767,0.24157664539607623,11780.0,0.4983200255884312,0.49998295069176263,0.29322503653559334,11780.0
Q168True,6945,11763,0.4098444274419791,0.9971044467425025,0.5809133630557899,4835.0,0.17647058823529413,0.00043196544276457883,0.0008618213157138753,6945.0,0.2722568796244556,0.40950764006791174,0.2389390033457026,11780.0,0.2931575078386366,0.49876820609263356,0.2908875921857519,11780.0
Q169True,6945,11617,0.40896961349746064,0.9826266804550156,0.5775589593970338,4835.0,0.48466257668711654,0.011375089992800576,0.022228474957794037,6945.0,0.4535950489263367,0.4100169779286927,0.25015911097339033,11780.0,0.4468160950922886,0.49700088522390806,0.2998937171774139,11780.0
Q170True,6945,11555,0.41047165729121593,0.9809720785935884,0.5787675411836485,4835.0,0.5911111111111111,0.019150467962562995,0.03709902370990237,6945.0,0.5169691960670371,0.41392190152801356,0.25942222252022173,11780.0,0.5007913842011635,0.5000612732780757,0.3079332824467754,11780.0
Q171True,6945,11670,0.4094258783204799,0.9882109617373319,0.5789760678582248,4835.0,0.4818181818181818,0.007631389488840893,0.015024805102763997,6945.0,0.4521053815285902,0.4101018675721562,0.24649376566495862,11780.0,0.4456220300693309,0.4979211756130864,0.2970004364804944,11780.0
Q172True,6945,8779,0.3749857614762501,0.6808686659772493,0.4836198031438225,4835.0,0.485838053982006,0.2099352051835853,0.2931831892217977,6945.0,0.44033968095438886,0.4032258064516129,0.3713462646303707,11780.0,0.4304119077291281,0.4454019355804173,0.3884014961828101,11780.0
Q173True,6945,11638,0.40737240075614367,0.9805584281282317,0.5756085716020155,4835.0,0.3380281690140845,0.006911447084233261,0.013545929166078738,6945.0,0.36648991438529477,0.4065365025466893,0.24423972171087963,11780.0,0.3727002848851141,0.4937349376062325,0.29457725038404714,11780.0
Q174True,6945,11779,0.41047627133033365,1.0,0.582039244011075,4835.0,1.0,0.00014398848092152627,0.0002879355024474517,6945.0,0.7580350400579087,0.4105263157894737,0.23906277222903607,11780.0,0.7052381356651668,0.5000719942404608,0.2911635897567612,11780.0
Q175True,6945,11300,0.41345132743362834,0.9662874870734229,0.5791137279206694,4835.0,0.6604166666666667,0.04564434845212383,0.0853872053872054,6945.0,0.5590518606232252,0.4235144312393888,0.2880330234219506,11780.0,0.5369339970501474,0.5059659177627733,0.3322504666539374,11780.0
Q176True,6945,11758,0.4108691954414016,0.9991726990692864,0.5822937383233894,4835.0,0.8181818181818182,0.002591792656587473,0.00516721687957514,6945.0,0.6510038444169698,0.41162988115449917,0.24204384940766016,11780.0,0.6145255068116099,0.500882245862937,0.29373047760148224,11780.0
Q177True,6945,11580,0.41053540587219345,0.9832471561530507,0.5792263173926288,4835.0,0.595,0.01713462922966163,0.03331000699790063,6945.0,0.5192880889127381,0.4136672325976231,0.25737667599268077,11780.0,0.5027677029360967,0.5001908926913562,0.3062681621952647,11780.0
Q178True,6945,11266,0.4203799041363394,0.9795243019648397,0.5882864418359108,4835.0,0.8073929961089494,0.059755219582433405,0.11127496983509855,6945.0,0.6485467907025343,0.4372665534804754,0.30706023869111954,11780.0,0.6138864501226444,0.5196397607736366,0.3497807058355047,11780.0
Q179True,6945,11777,0.410461068183748,0.9997931747673217,0.5819889236696365,4835.0,0.6666666666666666,0.00028797696184305253,0.0005757052389176741,6945.0,0.5615092754387454,0.4105263157894737,0.23921177579176364,11780.0,0.5385638674252073,0.5000405758645824,0.2912823144542771,11780.0
Q180True,6945,11746,0.4094159713945173,0.994622543950362,0.5800615161932332,4835.0,0.23529411764705882,0.0011519078473722101,0.002292592061899985,6945.0,0.3067609396223527,0.40891341256366726,0.23943289326521033,11780.0,0.32235504452078806,0.4978872258988671,0.2911770541275666,11780.0
Q181True,6945,11776,0.41032608695652173,0.9993795243019649,0.5817831557401721,4835.0,0.25,0.00014398848092152627,0.0002878111958555188,6945.0,0.315804467778844,0.4102716468590832,0.23895758970789036,11780.0,0.33016304347826086,0.4997617563914432,0.29103548346801383,11780.0
Q182True,6945,10270,0.42629016553067184,0.9054808686659772,0.5796756041046011,4835.0,0.6973509933774834,0.15161987041036717,0.24908338261383797,6945.0,0.5860964006237199,0.4610356536502547,0.38477212547528444,11780.0,0.5618205794540776,0.5285503695381721,0.41437949335921953,11780.0
Q183True,6945,11768,0.41069000679809653,0.9995863495346432,0.5821839426609648,4835.0,0.8333333333333334,0.0014398848092152627,0.0028748023573379328,6945.0,0.6598630036391169,0.41112054329371817,0.24064727208297768,11780.0,0.622011670065715,0.5005131171719293,0.2925293725091514,11780.0
Q184True,6945,11576,0.4029025570145128,0.9646328852119959,0.5683992444092377,4835.0,0.16176470588235295,0.004751619870410367,0.009232060428031893,6945.0,0.2607376693988209,0.3987266553480475,0.23873743687532648,11780.0,0.2823336314484329,0.48469225254120313,0.2888156524186348,11780.0
Q185True,6945,11702,0.4079644505212784,0.9873836608066184,0.5773719538005684,4835.0,0.21794871794871795,0.0024478041756659467,0.004841235939057383,6945.0,0.29593904621597855,0.4067062818336163,0.23983156029053493,11780.0,0.31295658423499817,0.4949157324911422,0.2911065948698129,11780.0
Q186True,6945,11656,0.40579958819492107,0.9782833505687694,0.5736462312776667,4835.0,0.1532258064516129,0.0027357811375089995,0.00537558353373886,6945.0,0.2568925496374274,0.4031409168081494,0.23861739863067358,11780.0,0.279512697323267,0.4905095658531392,0.2895109074057028,11780.0
Q187True,6945,3506,0.6694238448374216,0.48541882109617374,0.5627622587219758,4835.0,0.699299008943679,0.833117350611951,0.7603653328076745,6945.0,0.6870370039815606,0.6904074702886248,0.6792608452691047,11780.0,0.6843614268905502,0.6592680858540624,0.6615637957648252,11780.0
Q188True,6945,3611,0.6671282193298256,0.4982419855222337,0.5704475491356855,4835.0,0.7030236259028033,0.8269258459323254,0.7599576551541618,6945.0,0.6882906640368995,0.6920203735144312,0.6821748569708568,11780.0,0.6850759226163144,0.6625839157272796,0.6652026021449237,11780.0
Q189True,6945,11484,0.3989028213166144,0.9474663908996898,0.5614314602610454,4835.0,0.14189189189189189,0.006047516198704104,0.01160060765087695,6945.0,0.2473798243000866,0.3924448217317487,0.2372739669352712,11780.0,0.2703973566042531,0.47675695354919695,0.2865160339559612,11780.0
Q190True,6945,11534,0.40090168198370035,0.9563598759048604,0.5649703708228969,4835.0,0.14227642276422764,0.005039596832253419,0.009734390209984702,6945.0,0.24842694299564957,0.3955008488964346,0.23762623794032683,11780.0,0.271589052373964,0.4806997363685569,0.2873523805164408,11780.0
Q191True,6945,11561,0.4017818527809013,0.9607032057911065,0.5666016101488168,4835.0,0.1324200913242009,0.004175665946724262,0.00809603573422669,6945.0,0.24297731684569043,0.3967741935483871,0.2373298602074477,11780.0,0.2671009720525511,0.48243943586891536,0.28734882294152175,11780.0
Q192True,6945,9630,0.4512980269989616,0.8988624612202689,0.6008987210508123,4835.0,0.7725581395348837,0.23916486681065516,0.3652556349642661,6945.0,0.6406996807818122,0.5099320882852292,0.4619733192790752,11780.0,0.6119280832669227,0.569013664015462,0.48307717800753924,11780.0
Q193True,6945,11518,0.40024309776002776,0.953464322647363,0.5638109215434477,4835.0,0.14122137404580154,0.005327573794096472,0.010267795199111973,6945.0,0.2475346197298664,0.39448217317487266,0.23746482540920225,11780.0,0.2707322359029146,0.47939594822072973,0.2870393583712798,11780.0
Q194True,6945,10115,0.4416213544241226,0.9238883143743537,0.5975919732441473,4835.0,0.7789789789789789,0.18675305975521958,0.3012775842044135,6945.0,0.6405134344354535,0.4893039049235993,0.42289728462946546,11780.0,0.6103001667015507,0.5553206870647867,0.4494347787242804,11780.0
Q195True,6945,11574,0.41161223431829963,0.9853154084798346,0.5806569565482358,4835.0,0.6553398058252428,0.019438444924406047,0.03775695706894141,6945.0,0.5553039137848294,0.415874363327674,0.26058560710989115,11780.0,0.5334760200717712,0.5023769267021203,0.3092069568085886,11780.0
Q196True,6945,11745,0.410727969348659,0.9977249224405378,0.5819059107358264,4835.0,0.6857142857142857,0.0034557235421166306,0.006876790830945559,6945.0,0.57284850985454,0.41154499151103563,0.24289256288018995,11780.0,0.5482211275314723,0.5005903229913272,0.294391350783386,11780.0
Q197True,6945,11662,0.4107357228605728,0.9906928645294726,0.5807116445414318,4835.0,0.6186440677966102,0.010511159107271418,0.020671102930765965,6945.0,0.5333098701934064,0.41281833616298813,0.2505349415290316,11780.0,0.5146898953285914,0.500602011818372,0.3006913737360989,11780.0
Q198True,6945,10316,0.44338891043039935,0.946018614270941,0.6037885288099795,4835.0,0.8217213114754098,0.1732181425485961,0.2861220121298608,6945.0,0.6664380212332515,0.4904074702886248,0.4165055102748841,11780.0,0.6325551109529046,0.5596183784097686,0.4449552704699201,11780.0
Q199True,6945,11642,0.41118364542174884,0.9900723888314374,0.5810523760393276,4835.0,0.6521739130434783,0.012958963282937365,0.025412960609911057,6945.0,0.553261523913507,0.4140067911714771,0.2534703947016962,11780.0,0.5316787792326135,0.5015156760571874,0.3032326683246193,11780.0
Q200True,6945,11759,0.4106641721234799,0.9987590486039297,0.5820175967217067,4835.0,0.7142857142857143,0.0021598272138228943,0.004306632213608958,6945.0,0.5896668555119959,0.41120543293718165,0.24142314438649964,11780.0,0.5624749432045971,0.5004594379088763,0.29316211446765783,11780.0
Q201True,6945,11720,0.4107508532423208,0.9956566701137539,0.5815765629719118,4835.0,0.65,0.005615550755939525,0.011134903640256958,6945.0,0.5518022390005621,0.41196943972835315,0.24526779182943792,11780.0,0.5303754266211604,0.5006361104348467,0.2963557333060844,11780.0
Q202True,6945,11707,0.4113778081489707,0.9960703205791106,0.5822754201426671,4835.0,0.7397260273972602,0.007775377969762419,0.015388999715018522,6945.0,0.6049583160164894,0.4134125636672326,0.24806267057814932,11780.0,0.5755519177731154,0.5019228492744365,0.2988322099288428,11780.0
Q203True,6945,11759,0.41032400714346456,0.9979317476732161,0.5815354947571411,4835.0,0.5238095238095238,0.0015838732901367891,0.003158196956646569,6945.0,0.47723036650218964,0.4105263157894737,0.24054819991635717,11780.0,0.4670667654764942,0.49975781048167645,0.2923468458568938,11780.0
Q204True,6945,11737,0.4104967197750703,0.9964839710444674,0.5814627081824765,4835.0,0.6046511627906976,0.0037437005039596834,0.007441327990841443,6945.0,0.5249621363067792,0.41120543293718165,0.24304348191499725,11780.0,0.5075739412828839,0.5001138357742135,0.29445201808665894,11780.0
Q205True,6945,11435,0.4009619588981198,0.9482936918304034,0.5636140135218194,4835.0,0.2753623188405797,0.013678905687544997,0.026063100137174215,6945.0,0.326913614229222,0.39728353140916806,0.24669626365285838,11780.0,0.33816213886934976,0.4809862987589742,0.2948385568294968,11780.0
Q206True,6945,11229,0.39522664529343665,0.9178903826266804,0.5525398406374502,4835.0,0.279491833030853,0.022174226061915048,0.04108858057630737,6945.0,0.32699419443064853,0.3898132427843803,0.2510093651599768,11780.0,0.33735923916214483,0.47003230434429777,0.2968142106068788,11780.0
Q207True,6945,11642,0.4060298917711733,0.9776628748707342,0.5737694968744309,4835.0,0.21739130434782608,0.004319654427645789,0.008470986869970352,6945.0,0.2948163951960336,0.40382003395585736,0.2404929135144157,11780.0,0.3117105980594997,0.49099126464919,0.29112024187220065,11780.0
Q208True,6945,11586,0.4046262730882099,0.9695966907962772,0.5709761890262468,4835.0,0.2422680412371134,0.006767458603311735,0.013167110239529347,6945.0,0.308906585464622,0.40195246179966043,0.24211506405394181,11780.0,0.32344715716266165,0.48818207469979447,0.29207164963288806,11780.0
Q209True,6945,11078,0.3871637479689475,0.8870734229576008,0.5390561176396657,4835.0,0.2222222222222222,0.0224622030237581,0.04080031384856807,6945.0,0.289921057280407,0.37733446519524616,0.24530513654211275,11780.0,0.30469298509558485,0.4547678129906795,0.28992821574411687,11780.0
Q210True,6945,9044,0.30594869526758073,0.5722854188210962,0.39873189711074286,4835.0,0.24415204678362573,0.09618430525557956,0.1380022724925111,6945.0,0.26951595131842393,0.29159592529711376,0.24501651145933204,11780.0,0.27505037102560326,0.33423486203833785,0.26836708480162696,11780.0
Q211True,6945,9893,0.3365005559486506,0.6885211995863495,0.45206409560021726,4835.0,0.20190779014308427,0.05485961123110151,0.08627717391304347,6945.0,0.25715023688925687,0.3149405772495755,0.23641127971588602,11780.0,0.2692041730458674,0.3716904054087255,0.2691706347566304,11780.0
Q212True,6945,10917,0.3770266556746359,0.8512926577042399,0.5226003047232098,4835.0,0.16685979142526072,0.020734341252699785,0.036885245901639344,6945.0,0.2531209789164092,0.3616298811544992,0.23624282734495797,11780.0,0.2719432235499483,0.43601349947846985,0.2797427753124246,11780.0
Q213True,6945,9294,0.3135356143748655,0.602688728024819,0.4124849600113242,4835.0,0.22727272727272727,0.08135349172066235,0.11981762273353834,6945.0,0.26267858967840113,0.2953310696095076,0.2399404220321881,11780.0,0.27040417082379636,0.34202110987274065,0.26615129137243126,11780.0
Q214True,6945,10814,0.3739596818938413,0.8364012409513961,0.5168381366221484,4835.0,0.18115942028985507,0.0251979841612671,0.04424219441284288,6945.0,0.260292634623919,0.35814940577249577,0.2382151469240477,11780.0,0.2775595510918482,0.4307996125563316,0.2805401655174956,11780.0
Q215True,6945,10091,0.34426716876424535,0.7185108583247156,0.4654964491491356,4835.0,0.19419775014801657,0.04722822174226062,0.07597868890433171,6945.0,0.25579245634576414,0.32275042444821733,0.2358529139284087,11780.0,0.26923245945613095,0.3828695400334881,0.2707375690267337,11780.0
Q216True,6945,9650,0.3282901554404145,0.6552223371251292,0.4374180186399724,4835.0,0.21737089201877935,0.06666666666666667,0.10203856749311295,6945.0,0.26289675268462026,0.30823429541595926,0.2396921877218961,11780.0,0.27283052372959693,0.36094450189589794,0.26972829306654267,11780.0
Q217True,6945,9247,0.3109116470206553,0.594622543950362,0.4083226814372958,4835.0,0.22621397552309513,0.08250539956803456,0.12091158472251531,6945.0,0.2609774086038,0.29269949066213924,0.23887700514831867,11780.0,0.2685628112718752,0.3385639717591983,0.26461713307990553,11780.0
Q218True,6945,11543,0.4066533830026856,0.9708376421923475,0.5732079619001098,4835.0,0.4050632911392405,0.013822894168466522,0.026733500417710943,6945.0,0.40571593071137607,0.4066213921901528,0.25102925774091966,11780.0,0.4058583370709631,0.492330268180407,0.2999707311589104,11780.0
Q219True,6945,11512,0.4054030576789437,0.965253360910031,0.5709916192573561,4835.0,0.373134328358209,0.014398848092152628,0.02772771384999307,6945.0,0.3863787516405309,0.40466893039049234,0.25070572595904234,11780.0,0.38926869301857636,0.4898261045010918,0.2993596665536746,11780.0
Q220True,6945,11709,0.40874540951404903,0.9898655635987591,0.5785783365570599,4835.0,0.30985915492957744,0.0031677465802735782,0.006271379703534779,6945.0,0.3504461702874654,0.40814940577249575,0.24116986326777878,11780.0,0.35930228222181326,0.49651665508951637,0.29242485813029734,11780.0
Q221True,6945,11447,0.3986197256923211,0.9437435367114788,0.5604962535315071,4835.0,0.1831831831831832,0.008783297336213103,0.01676284693597142,6945.0,0.2716072649345993,0.3925297113752122,0.23993356178227151,11780.0,0.29090145443775217,0.47626341702384595,0.28862955023373926,11780.0
Q222True,6945,11636,0.4070986593331042,0.9797311271975181,0.575192763038067,4835.0,0.3194444444444444,0.0066234701223902084,0.01297785301170828,6945.0,0.3554213654110548,0.4060271646859083,0.24373414248347774,11780.0,0.3632715518887743,0.49317729865995413,0.29408530802488764,11780.0
Q223True,6945,11702,0.4101008374636814,0.9925542916235781,0.5803954768095786,4835.0,0.5384615384615384,0.006047516198704104,0.011960700555318239,6945.0,0.4857769892828764,0.41095076400679115,0.24526988079210507,11780.0,0.47428118796260993,0.4993009039111411,0.29617808868244844,11780.0
Q224True,6945,11581,0.4045419221138071,0.9689762150982419,0.5707846003898635,4835.0,0.24623115577889448,0.007055435565154787,0.01371780515117581,6945.0,0.31120845248766377,0.40186757215619695,0.2423610950475302,11780.0,0.3253865389463508,0.48801582533169835,0.29225120277051964,11780.0
Q225True,6945,11689,0.41012918128154674,0.9915201654601862,0.5802469135802468,4835.0,0.5494505494505495,0.007199424046076314,0.014212620807276862,6945.0,0.4922672884066506,0.41120543293718165,0.24653654318056292,11780.0,0.4797898653660481,0.49935979475313125,0.2972297671937618,11780.0
Q226True,6945,11402,0.39703560778810737,0.9362978283350569,0.5576153230276529,4835.0,0.18518518518518517,0.010079193664506839,0.019117847876553327,6945.0,0.2721373747679635,0.3902376910016978,0.24013951955359636,11780.0,0.2911103964866463,0.4731885109997819,0.28836658545210314,11780.0
Q227True,6945,11709,0.4084891963446921,0.9892450879007239,0.5782156673114119,4835.0,0.2676056338028169,0.0027357811375089995,0.005416191562143672,6945.0,0.3254300841330348,0.40764006791171475,0.2405168252843603,11780.0,0.33804741507375446,0.49599043451911645,0.2918159294367778,11780.0
Q228True,6945,5397,0.28515842134519176,0.31830403309203725,0.30082095387021107,4835.0,0.48362838790537366,0.4444924406047516,0.4632352941176471,6945.0,0.4021680917832617,0.3926994906621392,0.3965737206799261,11780.0,0.3843934046252827,0.38139823684839447,0.38202812399392905,11780.0
Q229True,6945,10594,0.37757221068529356,0.827300930713547,0.5185041156264177,4835.0,0.29595278246205736,0.05053995680345572,0.08633624400442749,6945.0,0.32945277698322434,0.36935483870967745,0.26371584156744304,11780.0,0.33676249657367546,0.43892044375850137,0.30242017981542263,11780.0
Q230True,6945,6644,0.3183323299217339,0.43743536711478803,0.36849899817057236,4835.0,0.470404984423676,0.34787616990640746,0.3999668901580995,6945.0,0.40798806723208936,0.38463497453310697,0.38705116369293024,11780.0,0.394368657172705,0.39265576851059775,0.38423294416433595,11780.0
Q231True,6945,11078,0.39032316302581693,0.8943123061013444,0.5434550367623955,4835.0,0.2720797720797721,0.02750179985601152,0.049954230417157054,6945.0,0.3206117580920069,0.383276740237691,0.2525074051777027,11780.0,0.3312014675527945,0.46090705297867796,0.2967046335897763,11780.0
Q232True,6945,10692,0.39057239057239057,0.8637021716649431,0.5379017195852387,4835.0,0.3943014705882353,0.061771058315334776,0.10680941117888708,6945.0,0.39277090166831935,0.39091680814940577,0.2837475530417657,11780.0,0.3924369305803129,0.46273661499013896,0.3223555653820629,11780.0
Q233True,6945,9750,0.36123076923076924,0.7284384694932782,0.48296194720603364,4835.0,0.3532019704433498,0.10323974082073434,0.15977715877437326,6945.0,0.3564973220678976,0.35984719864176573,0.29242558424696047,11780.0,0.3572163698370595,0.4158391051570063,0.3213695529902034,11780.0
Q234True,6945,9899,0.39458531164764116,0.8078593588417787,0.5302022532917062,4835.0,0.506113769271664,0.13707703383729303,0.21572626331293904,6945.0,0.4603378700685952,0.4123938879456706,0.34480023712850266,11780.0,0.4503495404596526,0.47246819633953585,0.3729642583023226,11780.0
Q235True,6945,5763,0.3204927988894673,0.3820062047569803,0.3485563313832799,4835.0,0.5034070134618581,0.43614110871130307,0.46736614719950625,6945.0,0.4283314423703887,0.41392190152801356,0.4186016769557495,11780.0,0.41194990617566274,0.4090736567341417,0.40796123929139305,11780.0
Q236True,6945,5596,0.298963545389564,0.34601861427094105,0.3207746141309558,4835.0,0.4886804657179819,0.4351331893448524,0.46035493944702566,6945.0,0.4108127823743571,0.39855687606112056,0.40306539166237393,11780.0,0.39382200555377295,0.3905759018078967,0.3905647767889907,11780.0
Q237True,6945,10837,0.3965119498016056,0.8887280248190279,0.5483665135273098,4835.0,0.42948038176033937,0.058315334773218146,0.10268762677484787,6945.0,0.41594877152939896,0.39915110356536504,0.2856127046566945,11780.0,0.4129961657809725,0.47352167979612303,0.32552707015107885,11780.0
Q238True,6945,8324,0.44497837578087457,0.7660806618407445,0.5629607113002507,4835.0,0.6727430555555556,0.3347732181425486,0.4470723968849149,6945.0,0.5792589955631462,0.5117996604414261,0.49463776192720255,11780.0,0.558860715668215,0.5504269399916466,0.5050165540925828,11780.0
Q239True,6945,11447,0.4160041932384031,0.9849017580144778,0.5849404250092127,4835.0,0.7807807807807807,0.037437005039596835,0.07144820005496016,6945.0,0.6310613579652123,0.4263157894736842,0.2822066811800715,11780.0,0.5983924870095919,0.5111693815270373,0.3281943125320864,11780.0
Q240True,6945,11685,0.40787334189131363,0.9857290589451914,0.576997578692494,4835.0,0.2736842105263158,0.0037437005039596834,0.007386363636363637,6945.0,0.32876098897705985,0.40679117147707977,0.2411784030927635,11780.0,0.3407787762088147,0.4947363797245755,0.29219197116442885,11780.0
Q241True,6945,10992,0.4222161572052402,0.959875904860393,0.5864661654135338,4835.0,0.7538071065989848,0.08552915766738661,0.1536273115220484,6945.0,0.6177084444327068,0.44439728353140917,0.3312823080046742,11780.0,0.5880116319021125,0.5227025312638898,0.3700467384677911,11780.0
Q242True,6945,11151,0.388844049860999,0.896794208893485,0.5424746653321656,4835.0,0.2066772655007949,0.018718502519798418,0.03432796408766834,6945.0,0.2814460602700298,0.3791171477079796,0.2428924208378504,11780.0,0.297760657680897,0.45775635570664175,0.288401314709917,11780.0
Q243True,6945,10973,0.42240043743734623,0.9586349534643226,0.586411943319838,4835.0,0.7521685254027262,0.08740100791936645,0.15660474716202272,6945.0,0.6168180410807726,0.44499151103565365,0.33301542572085435,11780.0,0.5872844814200362,0.5230179806918445,0.37150834524093035,11780.0
Q244True,6945,10177,0.41977006976515674,0.8835573940020682,0.5691446842525979,4835.0,0.6487835308796007,0.14974802015838734,0.24333177351427238,6945.0,0.5547869192931545,0.4509337860780985,0.37705888925449343,11780.0,0.5342768003223788,0.5166527070802278,0.40623822888343514,11780.0
Q245True,6945,7684,0.4530192608016658,0.7199586349534643,0.5561147056474159,4835.0,0.66943359375,0.39481641468682505,0.49669414002354867,6945.0,0.5806081862962482,0.5282682512733446,0.5210828017206113,11780.0,0.5612264272758329,0.5573875248201448,0.5264044228354823,11780.0
Q246True,6945,10060,0.4194831013916501,0.8728024819027922,0.5666330983551527,4835.0,0.6424418604651163,0.15910727141828654,0.25504904789382576,6945.0,0.5509303494192582,0.45203735144312396,0.3829360499295232,11780.0,0.5309624809283833,0.5159548766605394,0.41084107312448925,11780.0
Q247True,6945,10465,0.40095556617295747,0.8678386763185109,0.5484967320261438,4835.0,0.5140684410646388,0.09733621310295176,0.16368038740920093,6945.0,0.4676422313786219,0.4135823429541596,0.3216249566980735,11780.0,0.4575120036187981,0.48258744471073134,0.3560885597176724,11780.0
Q248True,6945,11694,0.4125192406362237,0.9977249224405378,0.5837013733438199,4835.0,0.872093023255814,0.01079913606911447,0.021334091878822358,6945.0,0.6834649044981128,0.415874363327674,0.25215292090117064,11780.0,0.6423061319460188,0.5042620292548261,0.30251773261132114,11780.0
Q249True,6945,10931,0.4024334461622907,0.9098241985522234,0.558036280603831,4835.0,0.48645465253239106,0.05946724262059035,0.10597895817295357,6945.0,0.45196886876333886,0.40848896434634974,0.29152201029122965,11780.0,0.4444440493473409,0.48464572058640687,0.3320076193883923,11780.0
Q250True,6945,8449,0.4164989939637827,0.727817993795243,0.529810298102981,4835.0,0.6049234464124887,0.29013678905687545,0.3921759439470611,6945.0,0.5275862454286607,0.4697792869269949,0.44866678455350195,11780.0,0.5107112201881358,0.5089773914260592,0.46099312102502105,11780.0
Q251True,6945,1625,0.4012307692307692,0.13485005170630818,0.2018575851393189,4835.0,0.588084687346135,0.859899208063355,0.6984795321637427,6945.0,0.5113920987138945,0.5623089983022072,0.4946453119716298,11780.0,0.4946577282884521,0.49737462988483155,0.4501685586515308,11780.0
Q252True,6945,1936,0.40289256198347106,0.16132368148914167,0.23039432875498445,4835.0,0.5880739536773669,0.8335493160547156,0.689618202394425,6945.0,0.5120678391748213,0.5576400679117147,0.5011337007775578,11780.0,0.495483257830419,0.49743649877192864,0.4600062655747047,11780.0
Q253True,6945,4440,0.4306306306306306,0.3954498448810755,0.4122911051212938,4835.0,0.6017711171662126,0.6359971202303816,0.6184109205460273,6945.0,0.5315279718012262,0.5372665534804754,0.5338108095461473,11780.0,0.5162008738984216,0.5157234825557285,0.5153510128336606,11780.0
Q254True,6945,7071,0.4905953896195729,0.7174767321613237,0.5827313959348227,4835.0,0.7099171798683372,0.48135349172066233,0.5737085979062982,6945.0,0.6198984314937384,0.5782682512733447,0.5774119279969533,11780.0,0.6002562847439551,0.599415111940993,0.5782199969205605,11780.0
Q255True,6945,11701,0.4107341252884369,0.9940020682523267,0.5812772133526851,4835.0,0.6329113924050633,0.007199424046076314,0.014236902050113895,6945.0,0.541720638032492,0.41222410865874365,0.2469737361034188,11780.0,0.5218227588467501,0.5006007461492015,0.2977570577013995,11780.0
Q256True,6945,11390,0.41562774363476734,0.979110651499483,0.5835439137134053,4835.0,0.7410256410256411,0.04161267098632109,0.07880027266530334,6945.0,0.6074688639556177,0.4264006791171477,0.28596797253521616,11780.0,0.5783266923302042,0.510361661242902,0.3311720931893543,11780.0
Q257True,6945,6630,0.2191553544494721,0.30051706308169596,0.25346707370257304,4835.0,0.3433009708737864,0.25457163426925844,0.2923522116577098,6945.0,0.2923464670188153,0.2734295415959253,0.27639214017951913,11780.0,0.28122816266162926,0.27754434867547717,0.2729096426801414,11780.0
Q258True,6945,10551,0.35987110226518815,0.7853154084798345,0.49356557909788124,4835.0,0.15541090317331163,0.02750179985601152,0.046733545387815024,6945.0,0.23932983887867862,0.33853989813242785,0.2301319225514967,11780.0,0.2576410027192499,0.406408604167923,0.27014956224284814,11780.0
Q259True,6945,11368,0.39532019704433496,0.9294725956566701,0.5547120903536382,4835.0,0.17233009708737865,0.010223182145428366,0.019301345657197228,6945.0,0.26385447173015314,0.3875212224108659,0.23905609528430183,11780.0,0.2838251470658568,0.4698478889010492,0.2870067180054177,11780.0
Q260True,6945,8506,0.2863860804138255,0.5038262668045501,0.36519001574094895,4835.0,0.2672571777642028,0.1259899208063355,0.17124963303650065,6945.0,0.27510847184832216,0.2810696095076401,0.2508508003010174,11780.0,0.2768216290890142,0.3149080938054428,0.2682198243887248,11780.0
Q261True,6945,9857,0.34320787257786345,0.6996897621509824,0.4605227334603866,4835.0,0.24492979719188768,0.06781857451403887,0.10622462787550742,6945.0,0.2852671906121927,0.3271646859083192,0.2516432476125949,11780.0,0.29406883488487556,0.38375416833251064,0.283373680667947,11780.0
