,Appeal_to_Authority,Appeal_to_Popularity,Appeal_to_Values,Appeal_to_Fear-Prejudice,Flag_Waving,Causal_Oversimplification,False_Dilemma-No_Choice,Consequential_Oversimplification,Straw_Man,Red_Herring,Whataboutism,Slogans,Appeal_to_Time,Conversation_Killer,Loaded_Language,Repetition,Exaggeration-Minimisation,Obfuscation-Vagueness-Confusion,Name_Calling-Labeling,Doubt,Guilt_by_Association,Appeal_to_Hypocrisy,Questioning_the_Reputation,None,mean_importance
Q61,0.0030660079515525194,0.004483202341987173,0.0,0.004030492005053633,0.0038145804154997034,0.003595150591046433,0.004283501794597847,0.0,0.0038264404807643354,0.00366445142724692,0.002288745497094872,0.003137347963456347,0.0,0.0038249707765698106,0.00390879167109215,0.0033939302707508075,0.004003368367920965,0.0028702081801009133,0.00365843190331499,0.0038882889921544213,0.003777884198462288,0.0020165306121862564,0.0,0.0029469557080877523,0.0029366367145391725
Q62,0.002127037419379805,0.0024059062362132453,0.0,0.0021887197415797533,0.004180700237111413,0.0015745741247346478,0.0032987198592278606,0.0,0.003450258194069269,0.0022630041798246043,0.0006111265836597859,0.0036361714443235065,0.0,0.004457803490209969,0.0024512574265092048,0.0024184303295170157,0.002382263671162943,0.002109076341789851,0.0021353407433746976,0.0022041958027158794,0.0023971739896672104,0.0033290467243579673,0.0,0.0027249498802709594,0.0021810731841541493
Q63,0.005276824271362413,0.008927562498440463,0.0,0.004502917768571242,0.0041955064729010064,0.003852723912252032,0.0036436758796247687,0.0,0.001421771618359574,0.004261415763691869,0.0013772327564292401,0.005093245303511414,0.0,0.003571608083820678,0.004014641140534284,0.004158038188486663,0.004959692536549026,0.0053864854347157355,0.0038869911717330247,0.0035147013804018557,0.0025080161739185,0.004557864127362151,0.0,0.004355306818133836,0.0034777592208666583
Q64,0.003425188031693751,0.005258929588909921,0.0,0.0045650653840907445,0.004107673397422463,0.006607858483309709,0.004583729245594406,0.0,0.005537186215702979,0.0035442438568832296,0.002636873243538133,0.004817973592844767,0.0,0.004510043135319348,0.003930429541507063,0.004060636373530179,0.0048780314108363525,0.00332298520711386,0.004238665164510004,0.004912422921340162,0.004347628261565463,0.007626047911183217,0.0,0.00373976802130296,0.0037771407911749463
Q65,0.002071454006846984,0.0005039188192731267,0.0,0.0014950890813381073,0.0018031072083012298,0.002524583050657091,0.0015939478249200605,0.0,0.004257859409212623,0.004776229726854545,0.0016740844431132969,0.0024077999432584644,0.0,0.003840755546070622,0.0020943660372938614,0.0023519078161733545,0.0023223952796851653,0.002186914894014052,0.002085410697728847,0.0030776228053809324,0.006869954819265485,0.0044633095588503344,0.0,0.0019392782072701548,0.0022641662156461808
Q66,0.007290039779161327,0.007722909898914155,0.0,0.004348104838635897,0.0037182056295646452,0.003709207199478241,0.0034614572939394477,0.0,0.001586240307604641,0.0038071666582928636,0.002860118407128774,0.0033647283910169324,0.0,0.0029528402007181374,0.004056189877027723,0.004473956090573381,0.004532914871052494,0.005773407192579325,0.003731655496126993,0.003773705654404455,0.001149968853248144,0.005579643977528011,0.0,0.0057408153936783024,0.0034847198337780785
Q67,0.003401469619057239,0.0030197120081148334,0.0,0.00427507261843567,0.003976041328866888,0.004744088627978449,0.0038966405703638185,0.0,0.006410233954355913,0.004571759260157707,0.004922472221537329,0.004097437604575248,0.0,0.004488514919122074,0.0036008624230131035,0.004081782323930677,0.004216472131458902,0.00648155711948431,0.004291117731268758,0.003798237912388219,0.005371539639208382,0.004732595270298566,0.0,0.003173564669199827,0.0036479654980339955
Q68,0.003668274620162919,0.007358131593057269,0.0,0.00432942571254252,0.004842726079282427,0.004615655411046114,0.005394829018239185,0.0,0.0027102270260933553,0.007396702324131017,0.0056814237895922845,0.005987441062662469,0.0,0.007496848558404517,0.003760961336997796,0.004968153043067715,0.0049818797396486035,0.002421613956525655,0.004024223878891744,0.004496598605131317,0.0032412808369992646,0.003124685759565064,0.0,0.0038060167561451723,0.0039294624628410995
Q69,0.0042435187145194505,0.005015240738023769,0.0,0.004259670623774663,0.004030413781073981,0.0031112977731572173,0.003899965207164965,0.0,0.0020638399009735462,0.005267784298399184,0.0016013391251737848,0.00692382954159314,0.0,0.0039882790217819035,0.0037318637372001223,0.004173874949631799,0.0044370873588706235,0.003620089081578489,0.004124469950944405,0.004332880837636331,0.004955566601201871,0.003737037275040001,0.0,0.0038615758505384785,0.0033908176820115717
Q70,0.0004139098586237072,0.0,0.0,0.0005522636928846342,0.0,0.00037621622170607685,0.00199191940223007,0.0,0.0027086003376029116,0.0,0.0003756377551020423,0.0004644781834344242,0.0,0.0006897448511612131,0.00028864200787088556,0.0006055947882029926,0.0003582479815782669,0.0006455744100282149,0.00045733800455047236,0.00026621084912358217,0.0,0.00015202316429713364,0.0,0.00028272129835133137,0.0004428801169478317
Q71,0.0005544971694410616,0.0009184828206248038,0.0,0.0009966286731406223,0.0008767691738252896,0.0008693107613857788,0.0014013613622186475,0.0,0.0008032949662670967,0.0017872461701526948,0.000256977439213277,0.0004955041192916376,0.0,0.000815633360089546,0.0008174144463060823,0.0019484276830716654,0.0012063718887210958,0.002392136765718164,0.0011116636621042722,0.0013365431283765968,0.0002883307886385031,0.0012389628149606503,0.0,0.0007977878292278574,0.0008713893759489727
Q72,0.0038976154834430956,0.0033063154463383593,0.0,0.001972319187697026,0.0021666966158369514,0.0009730799388936132,0.0020409599374953996,0.0,0.001422625361976956,0.0020124062330266436,0.0,0.0018987496853881652,0.0,0.003997433243361838,0.0017403299690332906,0.002556431122422346,0.002739709603409702,0.002537676212720733,0.0023241877518560207,0.002225466953108527,0.003368990548351333,0.004091361420811227,0.0,0.0023158478940254732,0.001982841775383196
Q73,0.005662497198756649,0.003380560500847035,0.0,0.005284603893628889,0.005322050176270893,0.007964589640394521,0.005445313219850514,0.0,0.00685806663452811,0.005816210168399771,0.005591014680010997,0.005371198485449061,0.0,0.004506351405902624,0.0048579800663255315,0.005949408741988413,0.005551921837934346,0.007446618798346771,0.0049219860944969005,0.005931509080055131,0.007011275238682466,0.006234815041724169,0.0,0.003960697054561316,0.004711194498256421
Q74,0.0019241300548963395,0.00406312087534549,0.0,0.0035474442276709466,0.003775845263792764,0.0039909718427427405,0.004117364697931546,0.0,0.003990209758730924,0.003744693576862183,0.004575940161770921,0.0054342227774056995,0.0,0.004210071426366981,0.0034793809810435435,0.0043047814854810865,0.003855258703198123,0.003940420228114119,0.00308044370693728,0.004030220322823585,0.003203829604538759,0.0034400889031841434,0.0,0.0029991961317994216,0.0031544847804431918
Q75,0.006961214366253422,0.008167182175603381,0.0,0.006422892869934649,0.006965258191426138,0.007413288253665011,0.006963268918016329,0.0,0.010629730337416187,0.008905249203523894,0.009697834081508589,0.006297995029284715,0.0,0.007649060638336448,0.005713039320082835,0.006995657538477978,0.006579826700960889,0.006935352817796464,0.00738397484764498,0.006644440360532843,0.00608641556103234,0.008448769082553662,0.0,0.00512695313755743,0.006082808476317008
Q76,0.004614861205898657,0.006463532977836271,0.0,0.004715764286854134,0.0034902562149485127,0.0027559557944411093,0.003171169222659933,0.0,0.0018030626885518857,0.0061661311423108055,0.0029015263939978723,0.003796726784621776,0.0,0.004432868208002662,0.00384772304570118,0.004200130763861252,0.004205521982890791,0.0038717770682135657,0.003978796003187187,0.004130080171072028,0.0036943717467064143,0.0059604583741433405,0.0,0.004145808051736043,0.0034311050886514766
Q77,0.006663742318792184,0.008965030019845792,0.0,0.0065517112049970315,0.006868782638300937,0.006800629680839238,0.006282508549791909,0.0,0.004394621918563991,0.008476358635642842,0.004185961394153819,0.007570069390081356,0.0,0.006426531556741978,0.005453355760361585,0.006902412671909291,0.006482026512959965,0.004789048033236806,0.00721445595255784,0.006438248911994579,0.007333495865905827,0.008349252363390066,0.0,0.005072674907960563,0.005467538262001151
Q78,0.0036958160518048406,0.002488925019510047,0.0,0.004981057421869659,0.004165279255078477,0.004154089491164312,0.005303265111934952,0.0,0.0012528611645848031,0.0025774528859379238,0.007172570748325794,0.006574287289265283,0.0,0.004710491750237964,0.0035436164797463692,0.005108343478586804,0.005275416567607643,0.004217218897446092,0.004645463031956501,0.004584950273227052,0.004954072700604389,0.004107234741866244,0.0,0.0032717400496708724,0.0036160063504344178
Q79,0.009332517568495857,0.0029745175932161185,0.0,0.00576668159533095,0.00527177499656274,0.004565345502233744,0.0023991618571809884,0.0,0.003185814284561156,0.011978142985320007,0.0019965451800459354,0.002778419304359807,0.0,0.004880699833658588,0.0023230649053589906,0.0037807624200351837,0.006279616676887537,0.0013246358096091224,0.003448244145804358,0.003623561332595883,0.005924729366988315,0.005112902099876817,0.0,0.0022365744540221214,0.0037159879963393426
Q80,0.0066201694843816975,0.00560357399131444,0.0,0.004703779589461569,0.003457479872834092,0.005672291356075582,0.003494753710007483,0.0,0.0017758349466358411,0.006162657374657199,0.010996741577540404,0.005282896392726031,0.0,0.00442030477371507,0.0037712788428349176,0.004691771115476993,0.0051832332277875,0.0028959104325070456,0.005348651632270261,0.005091280072747066,0.0058274779490244165,0.006699221385472229,0.0,0.0031204205760709137,0.004200822012647531
Q81,0.006075962657324035,0.004825611776761316,0.0,0.0042946484096220375,0.0026041942409055913,0.0052744094902344085,0.002761463886010874,0.0,0.0011347836755555172,0.005101516278826953,0.0027843937996349425,0.00461576457197781,0.0,0.0038813574398619656,0.0033830445943706954,0.004101077887550235,0.0048045952085394965,0.003137638515007529,0.0037529645172936455,0.0036590886680284897,0.006803313384206048,0.0055795837902287765,0.0,0.002476983668523431,0.003377183185852658
Q82,0.005439512609297304,0.005292340840223084,0.0,0.0033157871579160433,0.0028553196369118274,0.004660104977118293,0.002673395415726465,0.0,0.002739461473640941,0.005450924554358815,0.005161349522653053,0.003309686883157375,0.0,0.002497264958193314,0.0031854705179990496,0.004718282144526926,0.00474843970771452,0.0024713909290836403,0.004064378509233552,0.00332967586915981,0.003911539095312834,0.004723269500430076,0.0,0.0024579824482843277,0.0032085656979558845
Q83,0.0062663097190326965,0.0018517890397956416,0.0,0.0037748088850397864,0.003698366306914699,0.006369239976513886,0.002904549704689394,0.0,0.004939429119432838,0.0057552126448152715,0.003895577407759934,0.003763662380031626,0.0,0.004089164059845013,0.0037530994048432824,0.004942393008239812,0.004718303192289518,0.002370341609436869,0.004849001117792854,0.00507906208943465,0.004836927615590087,0.008109669639892809,0.0,0.0029495402322577847,0.0037048519647353514
Q84,0.005587904525863251,0.006314864271008529,0.0,0.0026271881500672454,0.002704559425975671,0.005257036091038902,0.0017316409499415,0.0,0.004525584706769135,0.0049947531228868,0.0034999843113083717,0.001848747526682982,0.0,0.004436839102932487,0.0022075005210600053,0.0030191994109788705,0.004193402987132804,0.0,0.0031582196000013722,0.0022975103038913453,0.004359957737832309,0.004461493478007405,0.0,0.0022424129139504514,0.0028945332973887273
Q85,0.0057172138968721396,0.0035816260951138643,0.0,0.0045059352585475896,0.004411416947419536,0.004623546310343052,0.002828129991373991,0.0,0.002231678446178467,0.00848875721928289,0.005743045315207756,0.003445902893037099,0.0,0.004060153521478207,0.003685927444611507,0.004471296870006874,0.004119812339985512,0.0034093660870049124,0.00441083795892187,0.0047390512766596615,0.004686970904936184,0.004486125822424317,0.0,0.0030380750467757455,0.0036118695685908825
Q86,0.0023768956877209253,0.004201161656327041,0.0,0.0008691604162041675,0.0012449253915387004,0.0004960350435321731,0.002071122870498113,0.0,0.0005580257948443229,0.002170571981300607,8.232428508087788e-05,0.0012132454802560358,0.0,0.0034199899263585537,0.0028541035460729123,0.002009047362222762,0.0008323986788360635,0.006041567683630665,0.0012643433093799822,0.0016168626281591074,0.0,0.0004068419626663713,0.0,0.009701465082519135,0.0018095870327978544
Q87,0.0029421050409417656,0.00394638726203768,0.0,0.0026870822662162534,0.0031400193056710375,0.001134249282234543,0.0025953805548665216,0.0,0.0012673170203884394,0.003401510271821014,0.004965629227463402,0.002617021049427577,0.0,0.002389274648967339,0.0028880108491056863,0.0026631391021185074,0.002112732789438784,0.0028132411088621326,0.0021997471427604525,0.0026738497221683007,0.000761555976540588,0.00231283968990438,0.0,0.0075599371210588635,0.0023779595596663864
Q88,0.0037815435007758696,0.004043307280908167,0.0,0.004806539605260648,0.0036281682120849396,0.003201907249899066,0.0037716530017383293,0.0,0.005651886868244659,0.004810437571495207,0.002178621952754741,0.0032127440574316437,0.0,0.003316137364505925,0.029631411659857124,0.004509460104227242,0.006190696551251829,0.0040897190018407345,0.004322603710567304,0.002958399133401984,0.0015105615503688274,0.006073194697636163,0.0,0.011964909553757468,0.004735579276166995
Q89,0.0029733917497219795,0.0036576703186970492,0.0,0.0029769254925747085,0.003953170280981793,0.0036497350843692623,0.002869489929448979,0.0,0.001942158612369279,0.00299072567988672,0.0010310305898859132,0.0039089945569347586,0.0,0.0027320433781854534,0.003095946761469923,0.0031752128435860445,0.003282403295450037,0.0020893877998696075,0.003887613952177139,0.0029295315843402424,0.0029168001473684276,0.0026508145005523123,0.0,0.0026769223735243104,0.002474582038808081
Q90,0.0013547169763294098,0.0026041752809654113,0.0,0.0015500467366547862,0.002056703201470588,0.0027223190423989628,0.0013113984674648417,0.0,0.0007026561932346491,0.0035062042759455253,0.0012737921205763462,0.000899523559866881,0.0,0.0029591633383836634,0.0013039146745867536,0.0017245852588687117,0.0017643240340120589,0.0009412882812722111,0.0015618090201270961,0.011958581619073483,0.0019873137762529084,0.003958041417225267,0.0,0.0015292146640894745,0.0019862404974499595
Q91,0.003199847662673106,0.004033731576103712,0.0,0.004651658886833302,0.0033817423564257874,0.0036284460024280625,0.002194760638850596,0.0,0.001987548104504528,0.004754423474741606,0.004732237996084254,0.002768024768907376,0.0,0.002508566652482811,0.015672630310571554,0.00350350989202449,0.01367918270938527,0.0005422598103047642,0.003890713060257807,0.002209710637049152,0.005784946933030774,0.004225513708841973,0.0,0.0035812588419075132,0.003788779750975352
Q92,0.002915401568216232,0.003070014860935965,0.0,0.002388727805529986,0.0020373825570242413,0.0005761449436178364,0.0020251921988063233,0.0,0.001148113687557896,0.004094566857837479,0.0011521057686029086,0.0010202294169205045,0.0,0.002115239918396333,0.007918746861704105,0.0020032446854450756,0.002247028258565019,0.004351022980743445,0.002105658126074749,0.0017923667360154598,0.0,0.0014516655823600846,0.0,0.016110036100208412,0.0025217870381067527
Q93,0.0029907164206645566,0.004522225669830845,0.0,0.004130145386396988,0.004672050207075526,0.004438998310020829,0.004811442817892894,0.0,0.0070721490166146496,0.004862039426611835,0.00419084069169394,0.003576320731884273,0.0,0.0041132520066419894,0.003952496336192707,0.0049581925095596256,0.004312143160533161,0.0036921822715447264,0.004312717915391767,0.004401664874618797,0.004343134562940106,0.002341791822272883,0.0,0.004062643475968403,0.0035732144839312717
Q94,0.001089301420830514,0.0007478864188084803,0.0,0.0019384788460167096,0.0012436252481747784,0.0027539858191963727,0.0014716556763672327,0.0,0.0018220737355965357,0.001389754280723919,0.003420126498115953,0.001848958097124123,0.0,0.001350901142533236,0.001693622182174667,0.0018052056215903639,0.0014323844108105473,0.0005292911338207198,0.002942216213352411,0.0017246102687207992,0.0031234590918395176,0.0044205774025336585,0.0,0.0007045253063370307,0.0015605266172778155
Q95,0.0015774371543807522,0.0013228036165235594,0.0,0.0022259608724901634,0.0016088878620499963,0.002767708491762411,0.0019878395982980603,0.0,0.003339941133628695,0.003260239341075936,0.0008833254657411365,0.0022332375017463015,0.0,0.002270336928368886,0.0019025208779292,0.002228413234317578,0.0018442273536344734,0.0013111456713899403,0.003796386025635796,0.0021611744838460362,0.002398578971407371,0.002950574645868781,0.0,0.0017379504019351688,0.0018253620680012599
Q96,0.00437042387620789,0.0037938167240903265,0.0,0.004020874172317712,0.0034664837815923024,0.0037826912868222807,0.003412886709930821,0.0,0.0022761622410301255,0.004745539919014561,0.0051216855289344275,0.0027154739911473863,0.0,0.00422829758653195,0.0033000888550532713,0.004555727487706305,0.0035152822786585487,0.00759250841857666,0.005153228304883303,0.0030836636276738234,0.0037033772621722473,0.0020147846763822943,0.0,0.0028135404578677166,0.0032361057161080817
Q97,0.004868062703954429,0.003123722245961404,0.0,0.004414552602459316,0.0034266064462737363,0.002310649920505399,0.004015505339673131,0.0,0.005268769535554175,0.004502317058361734,0.00210669033761466,0.004093894266241405,0.0,0.004875108350631102,0.006682060428819374,0.003749014957187626,0.004646250116346802,0.00451778688959721,0.006360600468528194,0.0041118623011990665,0.005024391403495751,0.0022401755266553886,0.0,0.005368332955562816,0.0035710980772759465
Q98,0.005549102999183018,0.007941420364860062,0.0,0.003446951018317964,0.0035622492868390243,0.0016548223004999264,0.0044250219874335675,0.0,0.0028304231642642523,0.0023567828667890875,0.0042668583520389936,0.003224411134881572,0.0,0.004965359185204632,0.004030958988735565,0.0034763576510568246,0.0034063747886237707,0.007246888103111042,0.002607373001469847,0.0030291947138095634,0.0005761037837255272,0.002167393464322272,0.0,0.005809031617858725,0.0031905449488760524
Q99,0.0042346465051629235,0.0038009305314310724,0.0,0.004497295005636853,0.0034019979631789094,0.003300901449723193,0.002893602982653652,0.0,0.002365400578758504,0.004363169368635791,0.0009876892095306844,0.002611134149782388,0.0,0.003633226899824843,0.0037643061533903953,0.004155852881052438,0.0037922516446003483,0.002962517354061586,0.003538069176911156,0.004452256470751218,0.003262960129579945,0.0014668189571380125,0.0,0.0035354477245124727,0.002792519797346516
Q100,0.001147061182749448,0.0008116517256289515,0.0,0.0018186683153507488,0.0017280815033571817,0.002119165506732934,0.001990077333032006,0.0,0.0014108772433840868,0.001571218609983942,0.0016451121547949282,0.0015940322700048828,0.0,0.0008759748620139082,0.0025871861831078696,0.0015636404265764162,0.002234421509664615,0.002074363378099364,0.002610364111976297,0.0019271921134075148,0.0023527883911880878,0.002546558330627282,0.0,0.0010101087621374142,0.001484105996409078
Q101,0.0009020535838785536,0.0013486594030461944,0.0,0.001784541460800996,0.0014885176312050006,0.0025450187885816228,0.0017866640734837806,0.0,0.0036231736741755465,0.000720615025829447,0.0030564022332440636,0.0018695171125577728,0.0,0.0012891858513813606,0.00434108708077393,0.001902440705146076,0.0020622175917469994,0.0006461005455366426,0.001891436550784697,0.002040887879076456,0.0027518267369781853,0.001480405701040682,0.0,0.0009464399590408972,0.0016032163161795376
Q102,0.004200153073195964,0.002502299172946841,0.0,0.0050451929056781475,0.0037740910999603553,0.002689400190155132,0.004856490957977162,0.0,0.003990760654691917,0.0016906590980464626,0.005464915068120069,0.003844169475172636,0.0,0.00406645862208011,0.0038545637353226848,0.003686077805572848,0.00382128237388379,0.0042142596994077346,0.003145277041362481,0.004592018224822786,0.0026481876308498686,0.0032244223213794463,0.0,0.003992959268921967,0.0031376516008145166
Q103,0.0022464186759834307,0.002161149444009717,0.0,0.003733275717415966,0.004808411752506255,0.007836665421896517,0.004180780482720076,0.0,0.004764215514418734,0.0030739197976560285,0.009012693459408543,0.0036323521764055223,0.0,0.0045009227460251775,0.002516606026039161,0.0031470497568184957,0.004046976232029997,0.00430327828241578,0.0031047566351824064,0.003300348828286908,0.005177617394892208,0.0029379697783574444,0.0,0.002544863029146773,0.003376261297983964
Q104,0.0070894389178490095,0.006080476649849996,0.0,0.007324464516683119,0.005983078285134019,0.01021758904631199,0.006610391492495478,0.0,0.007501824108551917,0.003395928335099171,0.006626382753407166,0.004647772626321246,0.0,0.004900974605274881,0.0045400259987010624,0.006949167908494139,0.006130151804880949,0.0074759513854910165,0.005675102025100949,0.006498659156443921,0.008006686312088774,0.009771852741467829,0.0,0.0040218556796819726,0.005393657264555359
Q105,0.005119743878530635,0.005786506490726674,0.0,0.0057623828664372986,0.004927566531493715,0.004733239017440519,0.005189700017012112,0.0,0.0015891464553317337,0.004329094044920524,0.004985170309636483,0.005114059299906881,0.0,0.0066908611852850705,0.004522355153085652,0.005447137101436,0.004905305704853519,0.008994971076066532,0.004130640736613415,0.0042642505117920625,0.005311760019691849,0.005127237623435099,0.0,0.004202514977098281,0.0042139017916997526
Q106,0.0036438804045177253,0.0017831396511423835,0.0,0.0035275410436466873,0.0034891016578488367,0.007395431871008987,0.004641942072832182,0.0,0.0027554909272696775,0.002513473313184587,0.006349144966731308,0.0031892555722561012,0.0,0.0038794511346843647,0.0024986147569026904,0.0035291825107022444,0.003118634717098742,0.002359957717338564,0.003138470399890813,0.0037076316861973675,0.004487565756613445,0.004721882172512118,0.0,0.0023568565827648616,0.003045277038130987
Q107,0.0025449157674677625,0.004997181458276234,0.0,0.002509968808255478,0.003541342625129062,0.007227725612549164,0.00504191847945199,0.0,0.002545549746492046,0.003173946150459796,0.008417724966519264,0.003131955764072716,0.0,0.004155749861119891,0.002005499025268525,0.0031879628958879753,0.002866892794892065,0.0034320898661984217,0.0026383575422067786,0.003263605602164281,0.002962193340053607,0.003901197116781127,0.0,0.001994180046920723,0.0030641648945902884
Q108,0.002180098294147515,0.0016626073864060714,0.0,0.00215845333535629,0.0020942259478548973,0.002398527790769986,0.0035888792577738154,0.0,0.00341876884359661,0.0025540874105743567,0.0015785615454856137,0.0022318073869909503,0.0,0.0011818318455547661,0.0020314327263595664,0.0026145527496837483,0.0025957998043073163,0.0015999410675904347,0.002338793827248813,0.004474472048800875,0.0020422118666608194,0.001612050066890289,0.0,0.0018163963481677436,0.0019238958145925196
Q109,0.001556095105251272,0.0015464215465071044,0.0,0.002277145867896769,0.0021611009519494455,0.0026323411894502357,0.002310418630127681,0.0,0.0010714351049872627,0.0017900290454560906,0.0029197882149701185,0.001174801172712278,0.0,0.0019458869130722424,0.0019621053171744213,0.0023097679874096774,0.002760483905925077,0.0021013476675385894,0.0025415133749786324,0.003008236067885024,0.0025695834581978966,0.002020870623873957,0.0,0.0021398478042806285,0.0017833008312351836
Q110,0.0010642775032377993,0.0009435634168249098,0.0,0.002549385183028385,0.0018015570825807787,0.002211402752736523,0.0020815192495668763,0.0,0.002886669495957672,0.0013680538486430232,0.004679539108599398,0.002515236773358748,0.0,0.001485348216953071,0.004755446898875471,0.0022414464465228203,0.0026090294833548,0.0003795962124601646,0.002945866412163734,0.0024546083752345514,0.0019200721390212753,0.0043745582456711255,0.0,0.0015340775336194793,0.001950052265767108
Q111,0.0034574972278589343,0.0016126895391165535,0.0,0.00477382044266122,0.003605644207480215,0.006865210946978359,0.004008964004716867,0.0,0.0071719073533018625,0.002249752192321369,0.008464500581873166,0.0033412378531254656,0.0,0.004778093338517092,0.009067275721896082,0.004187455322908493,0.006472014408365715,0.011277550504937785,0.00392537434374148,0.004241408690424355,0.002715200421774231,0.009787186376986879,0.0,0.003180752558293647,0.0043826473348866565
Q112,0.002241733668306888,0.0024472382855737986,0.0,0.003368288417621428,0.003709051980991418,0.003395516108584749,0.0035484916447834753,0.0,0.0029130718724453076,0.004894378016228063,0.003218198372476909,0.0035777872940431317,0.0,0.0031202723806540607,0.0030864403933670076,0.002988373815200559,0.004396583568565985,0.0004606734278510093,0.0032905941286054024,0.005743346785707954,0.003649121978726442,0.0025236085312820566,0.0,0.0028867084010605853,0.0027274782946698425
Q113,0.0017424785721513831,0.0010636994065129231,0.0,0.002533671091290341,0.002084508129123076,0.0024186835903291333,0.0027526725915785403,0.0,0.0031776663451787194,0.00211046703371703,0.0015919410243977843,0.0021170972528792706,0.0,0.0011857546086332861,0.001770035301331478,0.0018898284916992877,0.002757128985376455,0.0011323742948444642,0.0018196689937906919,0.0019548636161858994,0.002354519068503226,0.001212700714376202,0.0,0.0016430554166223187,0.001638033938688396
Q114,0.001502448098901913,0.0013977454444216158,0.0,0.002398141649353773,0.0021797132539314347,0.0026597992942399827,0.002166660717113458,0.0,0.0015949603508736,0.0019930157106150172,0.00339246510096567,0.0018743794383309247,0.0,0.001946261147551144,0.0018693616855416225,0.001822526632988243,0.0020869193863788387,0.00151529523647857,0.001979897034116247,0.001885899012047087,0.0037342484341273937,0.0009936206496338259,0.0,0.0016253957967674868,0.0016924480864324105
Q115,0.0036278305279550775,0.005805594047975902,0.0,0.0053052745149474966,0.004514475044744307,0.0031192767307268656,0.005368099567852765,0.0,0.004271139449231691,0.003686566454238784,0.0035210725857309313,0.003129547446484375,0.0,0.00407579792430234,0.004481285868484406,0.0037286496980036567,0.003894428967499691,0.005614847082457893,0.0035709182221462733,0.004553660788059691,0.0008463918600097398,0.0036524019068915254,0.0,0.008373099510316787,0.0035475149249191745
Q116,0.0014188636661013419,0.000955837732930368,0.0,0.0025194127672052233,0.002230590921251476,0.002730236498270947,0.00170875644854463,0.0,0.002994020747865885,0.0016384012186431392,0.0007368279530478992,0.002307961464632357,0.0,0.0018052412282460442,0.0018536893837729784,0.0018634764873897355,0.002072894526598073,0.001759934602615362,0.003016609186054003,0.0018599813211712221,0.0047109762127439305,0.0031660299955021814,0.0,0.0016633799712476242,0.0017922134305764345
Q117,0.00475192772995683,0.0032887410830199303,0.0,0.003626390231831932,0.004929129844891242,0.002207972469310054,0.003968330021526195,0.0,0.0019001660442373892,0.001976921717643191,0.003255996280014642,0.003397679921405395,0.0,0.004839465441488741,0.0026337323453186246,0.0037499027636782077,0.0034626030758900185,0.00429159626168888,0.0020819304604858947,0.002705678094839399,0.0010082353615155754,0.0012214039984748115,0.0,0.004564527738736143,0.0026609304535813796
Q118,0.0017682032836798907,0.0005142415560670612,0.0,0.0023051050744026975,0.0020543575107904543,0.0017966697808326718,0.0019395045085849121,0.0,0.002687418785757877,0.0013827224720025482,0.0017899144635784455,0.0032707405376955095,0.0,0.0020855310363632846,0.0028921050992134034,0.001896434688716735,0.0027150783325913543,0.0009020225150126866,0.002245387241610212,0.002193662016739269,0.001134659447636753,0.0009822965008156272,0.0,0.004162914593363776,0.0016966237268939653
Q119,0.0031525519232940137,0.0018268277824187746,0.0,0.0022893853226143147,0.0016796261268664729,0.0013046304377634388,0.0020361426671468685,0.0,0.0020250633728199734,0.0023915938965698618,0.0008959816921181141,0.0018706915272022596,0.0,0.0028078221902480337,0.00183347771587859,0.0022449638273110877,0.0014915458769191882,0.002227323556640017,0.0020462993922601065,0.0033548994978138515,0.00033928149074464087,0.0004312959357406677,0.0,0.002117574957796978,0.0015986241329236357
Q120,0.0051542230281248855,0.009488866746958542,0.0,0.0028627021175173673,0.0033140981489589044,0.0012628840360569388,0.003911804258210447,0.0,0.0032372058721166544,0.005348911811152673,0.0010385462043427678,0.003546073733369719,0.0,0.00539561682573655,0.003661078728490579,0.0033493723242289716,0.0028505041516253293,0.006447082283256154,0.001984870494127682,0.0020925899634696788,0.000583356903963078,0.0012163983521373345,0.0,0.005957065237761001,0.0030293021342335524
Q121,0.0017499930019859655,0.000815903730854081,0.0,0.002192483274511889,0.001458752332924819,0.002239591367250836,0.0024450991102246515,0.0,0.0005236017206487508,0.0022243564557257243,0.00041833286826078737,0.0016657261330813074,0.0,0.002235291328354874,0.004964454303494275,0.0020495373954278607,0.0019285413144546199,0.0016078770979298805,0.002355638436755675,0.002251479589644958,0.00013844769319505942,0.001082189429647133,0.0,0.003577712967432669,0.0015802087313252424
Q122,0.005334702409979368,0.0052032944339217525,0.0,0.0037331934689474487,0.003800124529032281,0.0017815195960005556,0.003042738021047927,0.0,0.0012583988258422069,0.005071126132754014,0.003330500697797794,0.0024463237082071555,0.0,0.00423298271275846,0.0027640447374898585,0.0030944882250266165,0.002794777648161895,0.007370102051233378,0.00239002912506277,0.0033265127809086314,0.0007289336115442167,0.002004619634347855,0.0,0.0051586959150405785,0.002869462844379365
Q123,0.002239111016691098,0.0015629554938730553,0.0,0.0042643275618431745,0.003040957435564944,0.0040711630792023825,0.003019179331572043,0.0,0.00164838464748665,0.003182353817533126,0.0008224678345384145,0.002808864414382051,0.0,0.0020533697234491177,0.002259074132371602,0.0028017308688013665,0.002946125822221751,0.0035027622449951127,0.0055458601249487195,0.0026538385679927127,0.0027283706897720393,0.0019279737042235845,0.0,0.002422113547427478,0.0023125410024537676
